entry_num,item1,item1_EN,item2,item2_EN,item3plus,item3plus_EN,compatibility,reason,pg_num,source
487,乳酪,cheese,深色葉菜,dark leafy vegetable,N/A,N/A,bad,易形成草酸性結石,220,吃對食物健康100分
488,乳酪,cheese,羊肉,lamb; mutton,N/A,N/A,bad,口味功效皆不合,220,吃對食物健康100分
489,優酪乳,yogurt,綠茶粉,green tea powder,N/A,N/A,good,保健效果加倍,221,吃對食物健康100分
490,優酪乳,yogurt,草莓,strawberry,N/A,N/A,good,美化膚質、瘦身,221,吃對食物健康100分
491,優酪乳,yogurt,香腸,sausage,N/A,N/A,bad,易產生致癌物質,221,吃對食物健康100分
492,優酪乳,yogurt,火腿,ham,N/A,N/A,bad,易產生致癌物質,221,吃對食物健康100分
493,優酪乳,yogurt,深色葉菜,dark leafy vegetable,N/A,N/A,bad,易形成結石,221,吃對食物健康100分
494,豆腐,tofu,魚,fish,N/A,N/A,good,提高20倍鈣的吸收量,223,吃對食物健康100分
495,豆腐,tofu,雞蛋,egg,N/A,N/A,good,增進蛋白質的吸收,223,吃對食物健康100分
496,豆腐,tofu,海帶,kelp,N/A,N/A,good,維持甲狀腺功能,223,吃對食物健康100分
497,豆腐,tofu,菠菜,spinach,N/A,N/A,bad,易形成草酸性結石,223,吃對食物健康100分
498,豆腐,tofu,碳酸飲料,carbonated drink; carbonate drink,N/A,N/A,bad,降低鈣的吸收,223,吃對食物健康100分
499,黃豆,soybean,糙米,brown rice,N/A,N/A,good,營養均衡、功效加倍,224,吃對食物健康100分
500,黃豆,soybean,雞蛋,egg,N/A,N/A,good,蛋白質營養加倍,224,吃對食物健康100分
501,黃豆,soybean,優酪乳,yogurt,N/A,N/A,bad,影響鈣質吸收,224,吃對食物健康100分
502,黃豆,soybean,豬肉,pork,N/A,N/A,bad,降低營養素價值,224,吃對食物健康100分
503,豆漿,soy milk; soymilk,酪梨,avocado,N/A,N/A,good,維生素B群加倍,225,吃對食物健康100分
504,豆漿,soy milk; soymilk,白米,white rice,N/A,N/A,good,優質蛋白質加倍,225,吃對食物健康100分
505,豆漿,soy milk; soymilk,生雞蛋,raw egg,N/A,N/A,bad,容易引發腸胃炎,225,吃對食物健康100分
506,豆漿,soy milk; soymilk,紅糖,brown sugar,N/A,N/A,bad,降低營養價值,225,吃對食物健康100分
507,紅豆,azuki bean; adzuki bean,百合,lily bulb; lily bud,N/A,N/A,good,補充氣血、健康加分,226,吃對食物健康100分
508,紅豆,azuki bean; adzuki bean,紫米,black rice,N/A,N/A,good,婦女補血聖品,226,吃對食物健康100分
509,紅豆,azuki bean; adzuki bean,茶,tea,N/A,N/A,bad,降低鐵質的吸收,226,吃對食物健康100分
510,紅豆,azuki bean; adzuki bean,羊肉,lamb; mutton,N/A,N/A,bad,降低溫補功效,226,吃對食物健康100分
511,綠豆,mung bean; green gram,薏仁,job's tear; pearl barley,N/A,N/A,good,維生素B1倍增,227,吃對食物健康100分
512,綠豆,mung bean; green gram,南瓜,pumpkin,N/A,N/A,good,保健功效加分,227,吃對食物健康100分
513,綠豆,mung bean; green gram,魚,fish,N/A,N/A,bad,破壞維生素B1吸收,227,吃對食物健康100分
514,綠豆,mung bean; green gram,羊肉,lamb; mutton,N/A,N/A,bad,降低溫補功效,227,吃對食物健康100分
515,花豆,runner bean; kidney bean; pinto bean,地瓜,sweet potato,N/A,N/A,good,維生素充足豐富,228,吃對食物健康100分
516,花豆,runner bean; kidney bean; pinto bean,紅豆,azuki bean; adzuki bean,N/A,N/A,good,促進生長發育,228,吃對食物健康100分
517,花豆,runner bean; kidney bean; pinto bean,咖啡,coffee,N/A,N/A,bad,破壞維生素B1的營養,228,吃對食物健康100分
518,花豆,runner bean; kidney bean; pinto bean,乳酪,cheese,N/A,N/A,bad,造成鉀元素的流失,228,吃對食物健康100分
519,蔥,scallion; green onion,豬肉,pork,N/A,N/A,good,增強體力、預防老年癡呆,231,吃對食物健康100分
520,蔥,scallion; green onion,紅棗,jujube; red date; chinese date,N/A,N/A,good,維生素C的營養加倍,231,吃對食物健康100分
521,蔥,scallion; green onion,毛豆,edamame,N/A,N/A,good,安定神經、改善失眠,231,吃對食物健康100分
522,蔥,scallion; green onion,豆腐,tofu,N/A,N/A,bad,易形成草酸性結石,231,吃對食物健康100分
523,蔥,scallion; green onion,蜂蜜,honey,N/A,N/A,bad,易造成腹瀉,231,吃對食物健康100分
524,薑,ginger root,醋,vinegar,N/A,N/A,good,減緩噁心、嘔吐症狀,233,吃對食物健康100分
525,薑,ginger root,皮蛋,century egg; preserved egg; preserve egg,N/A,N/A,good,延緩老化、保持青春,233,吃對食物健康100分
526,薑,ginger root,蟹,crab,N/A,N/A,good,袪寒、殺菌、解毒,233,吃對食物健康100分
527,薑,ginger root,酒,wine; liqueur,N/A,N/A,bad,容易造成火氣大,233,吃對食物健康100分
528,薑,ginger root,兔肉,rabbit,N/A,N/A,bad,易導致腹瀉,233,吃對食物健康100分
529,大蒜,garlic,花椰菜,broccoli,N/A,N/A,good,防癌效果加倍,235,吃對食物健康100分
530,大蒜,garlic,豬肉,pork,N/A,N/A,good,增強體力、幫助腦部發育,235,吃對食物健康100分
531,大蒜,garlic,小黃瓜,cucumber,N/A,N/A,good,瘦身養顏抗老化,235,吃對食物健康100分
532,大蒜,garlic,芒果,mango,N/A,N/A,bad,對胃腸不適,235,吃對食物健康100分
533,大蒜,garlic,羊肉,lamb; mutton,N/A,N/A,bad,易造成體內燥熱,235,吃對食物健康100分
534,辣椒,chili pepper,烏賊,cuttlefish; squid,N/A,N/A,good,降低血壓及膽固醇,236,吃對食物健康100分
535,辣椒,chili pepper,綠葉蔬菜,green leafy vegetable,N/A,N/A,good,預防癌症及動脈硬化,236,吃對食物健康100分
536,辣椒,chili pepper,生胡蘿蔔,raw carrot,N/A,N/A,bad,破壞維生素C的營養,236,吃對食物健康100分
537,辣椒,chili pepper,豬肝,pork liver,N/A,N/A,bad,破壞維生素C的功效,236,吃對食物健康100分
538,芥末油,mustard oil,西芹,celery,N/A,N/A,good,養顏美容、增加免疫系統,237,吃對食物健康100分
539,芥末油,mustard oil,菠菜,spinach,N/A,N/A,good,促進食慾、改善貧血,237,吃對食物健康100分
540,芥末,mustard; wasabi; horseradish,雞肉,chicken,N/A,N/A,bad,火氣大,237,吃對食物健康100分
541,香菜,parsley; coriander; cilantro,豆腐,tofu,N/A,N/A,good,預防更年期障礙,238,吃對食物健康100分
542,香菜,parsley; coriander; cilantro,豬瘦肉,lean pork,N/A,N/A,good,預防貧血、補充鐵質,238,吃對食物健康100分
543,香菜,parsley; coriander; cilantro,生黃瓜,raw cucumber,N/A,N/A,bad,破壞維生素C的營養,238,吃對食物健康100分
544,香菜,parsley; coriander; cilantro,生胡蘿蔔,raw carrot,N/A,N/A,bad,營養價值降低,238,吃對食物健康100分
545,九層塔,basil,蛋,egg,N/A,N/A,good,改善經期不順,239,吃對食物健康100分
546,九層塔,basil,茄子,eggplant,N/A,N/A,good,抗老化,239,吃對食物健康100分
547,九層塔,basil,香菜,parsley; coriander; cilantro,N/A,N/A,bad,易造成黑色素沉,239,吃對食物健康100分
548,九層塔,basil,咖哩,curry,N/A,N/A,bad,易造成早產,239,吃對食物健康100分
549,咖哩,curry,馬鈴薯,potato,N/A,N/A,good,營養素均衡,241,吃對食物健康100分
550,咖哩,curry,洋蔥,onion,N/A,N/A,good,調節血壓、祛寒,241,吃對食物健康100分
551,咖哩,curry,胡蘿蔔,carrot,N/A,N/A,good,維生素A營養加倍,241,吃對食物健康100分
552,咖哩,curry,羊肉,lamb; mutton,N/A,N/A,bad,容易火氣大、造成便秘,241,吃對食物健康100分
553,黑胡椒,black pepper,牛肉,beef,N/A,N/A,good,增進食慾、祛寒補血,242,吃對食物健康100分
554,胡椒,pepper,豬肝,pork liver,N/A,N/A,good,增強造血機能,242,吃對食物健康100分
555,胡椒,pepper,酒,wine; liqueur,N/A,N/A,bad,引發腸胃道疾病,242,吃對食物健康100分
556,胡椒,pepper,芥末,mustard; wasabi; horseradish,N/A,N/A,bad,刺激眼睛和消化道,242,吃對食物健康100分
557,花椒,bunge prickly ash; bunge pricklyash,豆腐,tofu,N/A,N/A,good,解毒健胃、補充鈣質,243,吃對食物健康100分
558,花椒,bunge prickly ash; bunge pricklyash,豬瘦肉,lean pork,N/A,N/A,good,去腥開胃、補充鐵質,243,吃對食物健康100分
559,花椒,bunge prickly ash; bunge pricklyash,羊肉,lamb; mutton,N/A,N/A,bad,火氣大、便秘,243,吃對食物健康100分
560,醋,vinegar,骨頭湯,bone broth,N/A,N/A,good,增加鈣質吸收,245,吃對食物健康100分
561,醋,vinegar,芝麻,sesame seed,N/A,N/A,good,幫助鐵質鈣質吸收,245,吃對食物健康100分
562,醋,vinegar,酒,wine; liqueur,N/A,N/A,bad,造成胃發炎,245,吃對食物健康100分
563,醋,vinegar,胡蘿蔔,carrot,N/A,N/A,bad,破壞類胡蘿蔔素,245,吃對食物健康100分
564,醋,vinegar,綠色青菜,green vegetable,N/A,N/A,bad,破壞青菜的營養價值,245,吃對食物健康100分
565,黑糖,brown sugar,紅豆,azuki bean; adzuki bean,N/A,N/A,good,補充鐵質、預防貧血,246,吃對食物健康100分
566,黑糖,brown sugar,龍眼乾,dry longan; dried longan,N/A,N/A,good,減緩月經不適,246,吃對食物健康100分
567,黑糖,brown sugar,生蚵,raw clam,N/A,N/A,bad,影響維生素B1的吸收,246,吃對食物健康100分
568,黑糖,brown sugar,咖啡,coffee,N/A,N/A,bad,破壞維生素B1的營養,246,吃對食物健康100分
569,咖啡,coffee,巧克力,chocolate,N/A,N/A,good,心情愉快、撫慰憂慮,249,吃對食物健康100分
570,咖啡,coffee,酒,wine; liqueur,N/A,N/A,bad,增加腦部傷害與心血管的負擔,249,吃對食物健康100分
571,咖啡,coffee,菠菜,spinach,N/A,N/A,bad,使鐵質的吸收降低,249,吃對食物健康100分
572,茶,tea,芭樂,guava,N/A,N/A,good,清除自由基,251,吃對食物健康100分
573,茶,tea,雞排,chicken cutlet; chicken steak,N/A,N/A,bad,影響鐵質吸收,251,吃對食物健康100分
574,茶,tea,酒,wine; liqueur,N/A,N/A,bad,快速酒醉、影響腎功能,251,吃對食物健康100分
575,紅酒,red wine,牛排,steak,N/A,N/A,good,減少動脈硬化、去油膩,253,吃對食物健康100分
576,紅酒,red wine,南瓜,pumpkin,N/A,N/A,good,抗氧化,253,吃對食物健康100分
577,紅酒,red wine,花椰菜,broccoli,N/A,N/A,good,保護肝臟,253,吃對食物健康100分
578,紅酒,red wine,純巧克力,raw chocolate,N/A,N/A,good,促進新陳代謝,253,吃對食物健康100分
579,紅酒,red wine,芥末醬,mustard,N/A,N/A,bad,紅酒變無味,253,吃對食物健康100分
580,啤酒,beer,牛奶,milk,N/A,N/A,good,緩和酒精的吸收,254,吃對食物健康100分
581,啤酒,beer,煙燻臘肉,smoked bacon,N/A,N/A,bad,加重肝臟負擔,254,吃對食物健康100分
582,啤酒,beer,螃蟹,crab,N/A,N/A,bad,容易引起腹瀉,254,吃對食物健康100分
583,可樂,cola,檸檬,lemon,薑,ginger root,good,暖胃、驅風寒,255,吃對食物健康100分
584,可樂,cola,鹽,salt,水,water,good,補充電解質,255,吃對食物健康100分
585,可樂,cola,烤肉,barbeque (BBQ),N/A,N/A,bad,提高致癌風險,255,吃對食物健康100分
